id,number,title,body,agent,user_id,user,state,created_at,closed_at,merged_at,repo_id,repo_url,html_url
3220223180,86,[DEV] Triton-viz Visualizer 2.0,"This commit addresses multiple critical issues in the visualization system:

Frontend Fixes:
- Fix DOM initialization timing to ensure app loads correctly
- Fix import path in store.js to use correct load_utils module
- Add proper DOM ready state handling in visualization.js
- Ensure fetchData() is called after DOM is loaded

Backend Fixes:
- Fix Flask template and static folder paths to use correct directory structure
- Add proper data collection from launches in analyze_records
- Handle dtype as string in delinearized function with common dtype sizes
- Add element size extraction for various PyTorch data types
- Include actual tensor data in collect_launch for proper visualization

Server Improvements:
- Update launch function to show both local and public URLs clearly
- Add debug endpoint for troubleshooting
- Improve cloudflared integration messages
- Add proper share link expiration notice

Added Files:
- examples/load_store.py: Example demonstrating load/store visualization
- triton_viz/templates/debug.html: Debug page for troubleshooting

Breaking Changes:
- Removed examples/tracer_visualizer.py (functionality integrated elsewhere)

These changes ensure the visualization system works correctly for both
load and store operations, with proper data handling and user-friendly
server startup messages.

🤖 Generated with [Claude Code](https://claude.ai/code)

Co-Authored-By: Claude <noreply@anthropic.com>",Claude_Code,14040638,mark14wu,closed,2025-07-10T18:07:19Z,2025-07-11T17:03:17Z,2025-07-11T17:03:16Z,756126820,https://api.github.com/repos/Deep-Learning-Profiling-Tools/triton-viz,https://github.com/Deep-Learning-Profiling-Tools/triton-viz/pull/86
3246796582,391,Avoid special-casing diagonals in matrix calcs,"This change modifies `nancorrmatrix`, `move_nancorrmatrix`, and `move_exp_nancorrmatrix` to correctly return `NaN` for correlation values when the variance of a series is zero. Previously, the diagonal elements were explicitly set to 1.0, which is incorrect for constant data.

Additionally, the test for correlation matrix properties was updated to allow for small floating-point deviations from -1.0 and 1.0, and the test for constant time series now correctly asserts `NaN` for diagonal correlation values.

Co-authored-by: Claude <no-reply@anthropic.com>
",Claude_Code,5635139,max-sixty,closed,2025-07-20T23:54:15Z,2025-07-20T23:57:18Z,2025-07-20T23:57:18Z,25501620,https://api.github.com/repos/numbagg/numbagg,https://github.com/numbagg/numbagg/pull/391
3107321792,7,"Fix comprehensive Windows compatibility issues - shell execution, file locking, and cross-platform support","## Summary
This PR comprehensively addresses Windows compatibility issues across the entire OCode codebase, ensuring seamless cross-platform operation on Windows, macOS, and Linux.

## Changes Made

### 🔧 Core Windows Compatibility Fixes
- **Shell Execution**: Replace hard-coded Unix shell paths with cross-platform `shutil.which()` detection
- **Process Management**: Add Windows-specific process termination using `taskkill` command
- **File Locking**: Fix SQLite database connection management to prevent Windows file locking issues
- **Path Handling**: Implement Windows-compatible path validation with proper drive letter support

### 🛡️ Security & Command Sanitization  
- Add comprehensive Windows dangerous command patterns to sanitizer
- Include Windows-specific destructive commands (format, del, reg delete, etc.)
- Maintain Unix security patterns while adding Windows coverage

### 🔄 Resource Management
- Implement proper SQLite connection cleanup using context managers
- Add Git repository resource cleanup to prevent file handle leaks
- Fix temporary file handling for Windows compatibility

### 🧪 Test Infrastructure
- Enhanced test fixtures for cross-platform compatibility
- Fixed performance test generator expression bug (TypeError fix)
- Added Windows-specific test cleanup and resource management
- Updated test configuration to use platform-agnostic executable detection

### 🚀 Cross-Platform Script Execution
- Support for PowerShell, cmd.exe, and bash on Windows
- Intelligent shell detection and fallback mechanisms  
- Proper handling of script shebangs (Unix) vs direct execution (Windows)
- Fix path quoting issues for paths with spaces

## Technical Details

### Shell Tool Improvements
- Dynamic shell detection using `shutil.which()` instead of hardcoded paths
- Windows cmd.exe and PowerShell support with proper command formatting
- Cross-platform process group management and termination
- Enhanced error handling for missing shell executables

### Database Connection Management
- Track active SQLite connections to ensure proper cleanup
- Context manager support for automatic resource management
- Windows-specific file handle release timing
- Prevents ""database is locked"" errors on Windows

### Path Validation Enhancements
- Windows drive letter validation (C:, D:, etc.)
- Alternate data stream protection (:filename)
- Cross-platform dangerous character filtering
- Reserved Windows filename handling (CON, PRN, etc.)

## Breaking Changes
- None - all changes maintain backward compatibility

## Testing
- ✅ All unit tests pass on Windows, macOS, and Linux
- ✅ Integration tests verify cross-platform functionality  
- ✅ Performance tests fixed and validated
- ✅ Manual testing on Windows 10/11 and WSL environments
- ✅ Security patterns tested against known dangerous commands

## Test Evidence
```bash
# All tests pass including the fixed performance test
pytest tests/performance/test_performance.py::TestPerformance::test_large_file_handling -v
# PASSED

# Cross-platform compatibility verified
pytest tests/unit/test_windows_compatibility.py -v
# All Windows-specific tests PASSED
```

## Code Quality
- ✅ All pre-commit hooks pass (black, isort, flake8, mypy, bandit)
- ✅ No new security vulnerabilities introduced
- ✅ Comprehensive error handling and graceful degradation
- ✅ Platform-specific code properly isolated and documented

This PR ensures OCode works reliably across all supported platforms while maintaining security and performance standards.

🤖 Generated with [Claude Code](https://claude.ai/code)

Co-Authored-By: Claude <noreply@anthropic.com>

<!-- This is an auto-generated comment: release notes by coderabbit.ai -->

## Summary by CodeRabbit

- **Bug Fixes**
	- Improved command execution safety on Windows shells and ensured input data is correctly handled during command execution.
- **Refactor**
	- Simplified error handling in repository cleanup for Git-related tools.
	- Streamlined import statements for path validation utilities.
	- Updated test code for clarity and maintainability, including command preparation and parameter naming.
- **Tests**
	- Enhanced test reliability and readability for performance, security, and Windows compatibility scenarios.

<!-- end of auto-generated comment: release notes by coderabbit.ai -->",Claude_Code,15969068,haasonsaas,closed,2025-06-01T14:15:29Z,2025-06-01T14:36:37Z,2025-06-01T14:36:37Z,990975064,https://api.github.com/repos/haasonsaas/ocode,https://github.com/haasonsaas/ocode/pull/7
3245466752,1185,Fix `mcp-json` output format to include server name,"The `fastmcp install mcp-json` command was outputting bare server configuration objects, making the `--name` parameter appear useless. This PR fixes the output to include the server name as the root key, aligning the implementation with user expectations and the documentation.

### Before
```bash
$ fastmcp install mcp-json server.py --name ""My Server""
{
  ""command"": ""uv"",
  ""args"": [""run"", ""--with"", ""fastmcp"", ""fastmcp"", ""run"", ""/path/to/server.py""]
}
```

### After  
```bash
$ fastmcp install mcp-json server.py --name ""My Server""
{
  ""My Server"": {
    ""command"": ""uv"", 
    ""args"": [""run"", ""--with"", ""fastmcp"", ""fastmcp"", ""run"", ""/path/to/server.py""]
  }
}
```

This change makes the `--name` parameter meaningful and produces output that can be directly added to an MCP client's `mcpServers` configuration object. The documentation has been updated to reflect the actual behavior and clarify that users should consult their specific client's documentation for integration details.

Also simplified the parameter from `--server-name` to `--name` for better ergonomics.

🤖 Generated with [Claude Code](https://claude.ai/code)

Co-Authored-By: Claude <noreply@anthropic.com>",Claude_Code,153965,jlowin,closed,2025-07-19T17:19:12Z,2025-07-19T17:31:11Z,2025-07-19T17:31:11Z,896296825,https://api.github.com/repos/jlowin/fastmcp,https://github.com/jlowin/fastmcp/pull/1185
3133544722,42,Fix: Remove unnecessary async declarations from synchronous methods,"## Summary
- Removed unnecessary `async` declarations from all manager methods that don't contain any `await` statements
- Fixed test fixture to not await the now-synchronous `cleanup()` method
- Improved code clarity by accurately representing the synchronous nature of Meilisearch client operations

## Problem
The codebase had all manager methods marked as `async` even though they were using the synchronous Meilisearch Python client and contained no actual asynchronous operations. This created confusion about the execution model and added unnecessary overhead.

## Solution
1. Removed `async` keyword from all manager methods in:
   - `indexes.py` (6 methods)
   - `documents.py` (7 methods)
   - `settings.py` (3 methods)
   - `tasks.py` (4 methods)
   - `keys.py` (5 methods)
   - `monitoring.py` (3 methods)
   - `client.py` (5 methods)
   - `server.py` (2 methods: `update_connection` and `cleanup`)

2. Removed corresponding `await` keywords from all calls to these methods in `server.py`

3. Fixed test fixture in `test_mcp_client.py` to not await the `cleanup()` method

## Test Results
- All tests that were passing before continue to pass
- No new test failures introduced by these changes
- Tests confirm that the synchronous operations work correctly

## Impact
- **Improved code clarity**: Methods now accurately represent their synchronous nature
- **Better performance**: Removes unnecessary coroutine overhead
- **No breaking changes**: The MCP protocol handlers remain async as required

This is a pure refactoring with no functional changes.

🤖 Generated with [Claude Code](https://claude.ai/code)

Co-Authored-By: Claude <noreply@anthropic.com>

<!-- This is an auto-generated comment: release notes by coderabbit.ai -->

## Summary by CodeRabbit

- **Refactor**
  - Converted all asynchronous methods in the Meilisearch management components to synchronous methods for a more consistent interface.
- **Tests**
  - Updated test cleanup procedures to match the new synchronous method calls.

<!-- end of auto-generated comment: release notes by coderabbit.ai -->",Claude_Code,10537452,tpayet,closed,2025-06-10T13:09:48Z,2025-06-13T07:47:57Z,2025-06-13T07:47:56Z,907425333,https://api.github.com/repos/meilisearch/meilisearch-mcp,https://github.com/meilisearch/meilisearch-mcp/pull/42
3246950577,3575,fix: export from pylock.toml produces empty requirements.txt (#3573),"## Summary

  Fixes #3573 - This resolves an issue where running `pdm export --lockfile pylock.toml` would produce empty
  requirements.txt files.

  ## Problem

  The issue was that group information from pylock markers was not being properly extracted and assigned to requirements,
  causing the export logic to skip all packages due to group filtering mismatches.

Co-Authored-By: Claude <noreply@anthropic.com>
",Claude_Code,16336606,frostming,closed,2025-07-21T01:59:37Z,2025-07-21T02:15:21Z,2025-07-21T02:15:21Z,230369286,https://api.github.com/repos/pdm-project/pdm,https://github.com/pdm-project/pdm/pull/3575
3175209026,16449,Fix docs routing for `classic-ml` pages in `docs/changed_pages.py`,"### Related Issues/PRs

<!-- Uncomment 'Resolve' if this PR can close the linked items. -->
<!-- Resolve --> #xxx

### What changes are proposed in this pull request?

This PR fixes the link generation in `docs/changed_pages.py` to account for the routing behavior where the `classic-ml/` directory is served as `ml/` in the documentation. The script now replaces the `classic-ml/` prefix with `ml/` to ensure the generated links work correctly.

### How is this PR tested?

- [x] Existing unit/integration tests
- [ ] New unit/integration tests
- [ ] Manual tests

<!-- The change is straightforward and doesn't require additional tests as it only affects the link generation in the documentation build process. -->

### Does this PR require documentation update?

- [x] No. You can skip the rest of this section.
- [ ] Yes. I've updated:
  - [ ] Examples
  - [ ] API references
  - [ ] Instructions

### Release Notes

#### Is this a user-facing change?

- [x] No. You can skip the rest of this section.
- [ ] Yes. Give a description of this change to be included in the release notes for MLflow users.

<!-- This is an internal documentation build fix that doesn't affect end users. -->

#### What component(s), interfaces, languages, and integrations does this PR affect?

Components

- [ ] `area/artifacts`: Artifact stores and artifact logging
- [ ] `area/build`: Build and test infrastructure for MLflow
- [ ] `area/deployments`: MLflow Deployments client APIs, server, and third-party Deployments integrations
- [x] `area/docs`: MLflow documentation pages
- [ ] `area/examples`: Example code
- [ ] `area/model-registry`: Model Registry service, APIs, and the fluent client calls for Model Registry
- [ ] `area/models`: MLmodel format, model serialization/deserialization, flavors
- [ ] `area/projects`: MLproject format, project running backends
- [ ] `area/scoring`: MLflow Model server, model deployment tools, Spark UDFs
- [ ] `area/server-infra`: MLflow Tracking server backend
- [ ] `area/tracking`: Tracking Service, tracking client APIs, autologging

Interface

- [ ] `area/uiux`: Front-end, user experience, plotting, JavaScript, JavaScript dev server
- [ ] `area/docker`: Docker use across MLflow's components, such as MLflow Projects and MLflow Models
- [ ] `area/sqlalchemy`: Use of SQLAlchemy in the Tracking Service or Model Registry
- [ ] `area/windows`: Windows support

Language

- [ ] `language/r`: R APIs and clients
- [ ] `language/java`: Java APIs and clients
- [ ] `language/new`: Proposals for new client languages

Integrations

- [ ] `integrations/azure`: Azure and Azure ML integrations
- [ ] `integrations/sagemaker`: SageMaker integrations
- [ ] `integrations/databricks`: Databricks integrations

<!--
Insert an empty named anchor here to allow jumping to this section with a fragment URL
(e.g. https://github.com/mlflow/mlflow/pull/123#user-content-release-note-category).
Note that GitHub prefixes anchor names in markdown with ""user-content-"".
-->

<a name=""release-note-category""></a>

#### How should the PR be classified in the release notes? Choose one:

- [x] `rn/none` - No description will be included. The PR will be mentioned only by the PR number in the ""Small Bugfixes and Documentation Updates"" section
- [ ] `rn/breaking-change` - The PR will be mentioned in the ""Breaking Changes"" section
- [ ] `rn/feature` - A new user-facing feature worth mentioning in the release notes
- [ ] `rn/bug-fix` - A user-facing bug fix worth mentioning in the release notes
- [ ] `rn/documentation` - A user-facing documentation change worth mentioning in the release notes

#### Should this PR be included in the next patch release?

`Yes` should be selected for bug fixes, documentation updates, and other small changes. `No` should be selected for new features and larger changes. If you're unsure about the release classification of this PR, leave this unchecked to let the maintainers decide.

<details>
<summary>What is a minor/patch release?</summary>

- Minor release: a release that increments the second part of the version number (e.g., 1.2.0 -> 1.3.0).
  Bug fixes, doc updates and new features usually go into minor releases.
- Patch release: a release that increments the third part of the version number (e.g., 1.2.0 -> 1.2.1).
  Bug fixes and doc updates usually go into patch releases.

</details>

<!-- patch -->

- [ ] Yes (this PR will be cherry-picked and included in the next patch release)
- [x] No (this PR will be included in the next minor release)

🤖 Generated with [Claude Code](https://claude.ai/code)

Co-Authored-By: Claude <noreply@anthropic.com>",Claude_Code,17039389,harupy,closed,2025-06-25T11:00:31Z,2025-06-25T12:35:55Z,2025-06-25T12:35:55Z,136202695,https://api.github.com/repos/mlflow/mlflow,https://github.com/mlflow/mlflow/pull/16449
3244853040,1729,fix: implement missing hooks (completion:error and completion:last_attempt),"## Summary
This PR implements two missing hooks that were documented but never actually emitted in the codebase:
-  - Emitted when API calls fail (network errors, API errors, etc.)
-  - Emitted when retry attempts are exhausted

## Changes
- Add  hook emission for non-validation errors in retry.py
- Add  hook emission when it's the last retry attempt
- Implement for both sync () and async () functions
- Add proper error type detection to differentiate validation vs completion errors
- Check tenacity retry state to detect when we're on the last attempt

## Technical Details
The implementation:
1. Wraps API calls in try/except to catch non-validation errors
2. Emits  for any Exception that's not ValidationError/JSONDecodeError
3. Checks tenacity's retry state to determine if current attempt is the last one
4. Emits  for both validation and completion errors when no more retries

## Testing
These hooks can be tested by:
1. Forcing API errors (network issues, invalid API keys)
2. Setting max_retries=1 and causing validation errors
3. Registering hook handlers and verifying they're called

## Related Documentation
- Updated architecture.md with comprehensive flow diagrams
- Cleaned up references to deleted retry.py file
- Enhanced process_response.py docstrings

Fixes missing hook implementations documented in docs/concepts/hooks.md

🤖 Generated with [Claude Code](https://claude.ai/code)

Co-Authored-By: Claude <noreply@anthropic.com>
<!-- ELLIPSIS_HIDDEN -->

----

> [!IMPORTANT]
> This PR implements `completion:error` and `completion:last_attempt` hooks in retry logic for sync and async functions, with error differentiation and last attempt checks.
> 
>   - **Behavior**:
>     - Implements `completion:error` and `completion:last_attempt` hooks in `retry.py` for both sync and async functions.
>     - Emits `completion:error` for non-validation errors and `completion:last_attempt` when retries are exhausted.
>     - Differentiates between validation and completion errors.
>     - Checks tenacity retry state to determine the last attempt.
>   - **Functions**:
>     - Wraps API calls in try/except to catch non-validation errors in `retry_sync` and `retry_async`.
>     - Uses `handle_reask_kwargs` for retry logic.
>   - **Documentation**:
>     - Updates `architecture.md` and `hooks.md` to include new hook details.
>     - Removes outdated references to `retry.py` in `hooks.md`.
> 
> <sup>This description was created by </sup>[<img alt=""Ellipsis"" src=""https://img.shields.io/badge/Ellipsis-blue?color=175173"">](https://www.ellipsis.dev?ref=567-labs%2Finstructor&utm_source=github&utm_medium=referral)<sup> for 4561d0c43280cb44b672d5e08b65d25758d98516. You can [customize](https://app.ellipsis.dev/567-labs/settings/summaries) this summary. It will automatically update as commits are pushed.</sup>

<!-- ELLIPSIS_HIDDEN -->",Claude_Code,4852235,jxnl,closed,2025-07-19T04:04:26Z,2025-07-19T04:07:45Z,2025-07-19T04:07:45Z,653589102,https://api.github.com/repos/567-labs/instructor,https://github.com/567-labs/instructor/pull/1729
3275609390,10483,fix(backend): Fix LLM blocks call tracking,"### Changes 🏗️

This PR fixes an issue where LLM blocks (particularly AITextSummarizerBlock) were not properly tracking `llm_call_count` in their execution statistics, despite correctly tracking token counts.

**Root Cause**: The `finally` block in `AIStructuredResponseGeneratorBlock.run()` that sets `llm_call_count` was executing after the generator returned, meaning the stats weren't available when `merge_llm_stats()` was called by dependent blocks.

**Changes made**:
- **Fixed stats tracking timing**: Moved `llm_call_count` and `llm_retry_count` tracking to execute before successful return statements in `AIStructuredResponseGeneratorBlock.run()`
- **Removed problematic finally block**: Eliminated the finally block that was setting stats after function return
- **Added comprehensive tests**: Created extensive test suite for LLM stats tracking across all AI blocks
- **Added SmartDecisionMaker stats tracking**: Fixed missing LLM stats tracking in SmartDecisionMakerBlock
- **Fixed type errors**: Added appropriate type ignore comments for test mock objects

**Files affected**:
- `backend/blocks/llm.py`: Fixed stats tracking timing in AIStructuredResponseGeneratorBlock
- `backend/blocks/smart_decision_maker.py`: Added missing LLM stats tracking
- `backend/blocks/test/test_llm.py`: Added comprehensive LLM stats tracking tests
- `backend/blocks/test/test_smart_decision_maker.py`: Added LLM stats tracking test and fixed circular imports

### Checklist 📋

#### For code changes:
- [x] I have clearly listed my changes in the PR description
- [x] I have made a test plan
- [x] I have tested my changes according to the test plan:
  - [x] Created comprehensive unit tests for all LLM blocks stats tracking
  - [x] Verified AITextSummarizerBlock now correctly tracks llm_call_count (was 0, now shows actual call count)
  - [x] Verified AIStructuredResponseGeneratorBlock properly tracks stats with retries
  - [x] Verified SmartDecisionMakerBlock now tracks LLM usage stats
  - [x] Verified all existing tests still pass
  - [x] Ran `poetry run format` to ensure code formatting
  - [x] All 11 LLM and SmartDecisionMaker tests pass

#### For configuration changes:
- [x] `.env.example` is updated or already compatible with my changes
- [x] `docker-compose.yml` is updated or already compatible with my changes
- [x] I have included a list of my configuration changes in the PR description (under **Changes**)

**Note**: No configuration changes were needed for this fix.

🤖 Generated with [Claude Code](https://claude.ai/code)

Co-Authored-By: Claude <noreply@anthropic.com>",Claude_Code,76959103,majdyz,closed,2025-07-30T04:14:20Z,2025-07-30T05:27:20Z,2025-07-30T05:27:20Z,614765452,https://api.github.com/repos/Significant-Gravitas/AutoGPT,https://github.com/Significant-Gravitas/AutoGPT/pull/10483
3150229181,62,Fix Google model restriction parameter order (follow-up to #60),"## Summary
Fixes the parameter order regression introduced in PR #60 that was merged while still marked as WIP.

## Problem
PR #60 was merged prematurely while marked as WIP, and it swapped the `restriction_service.is_allowed()` parameters in the wrong direction, breaking Gemini model access with errors like:
```
Gemini model 'gemini-2.5-pro-preview-06-05' is not allowed by restriction policy
```

## Root Cause
The `is_allowed()` method signature is:
```python
def is_allowed(self, provider_type: ProviderType, model_name: str, original_name: Optional[str] = None) -> bool:
```

- **model_name**: Should be the canonical/resolved model name
- **original_name**: Should be the user's original input

PR #60 used `(provider_type, model_name, resolved_name)` but it should be `(provider_type, resolved_name, model_name)`.

## Solution
- Fixed parameter order in all `restriction_service.is_allowed()` calls
- Added clear comments explaining the parameter mapping to prevent future confusion
- Tested with both Gemini Flash and Pro models - now working correctly

## Test Results
✅ `mcp__zen__chat` with Gemini Flash: Working
✅ `mcp__zen__chat` with Gemini Pro: Working

## Changes
- `providers/gemini.py`: Fixed parameter order in 2 locations and added explanatory comments

This addresses the regression that occurred when PR #60 was merged while still WIP.

🤖 Generated with [Claude Code](https://claude.ai/code)

Co-Authored-By: Claude <noreply@anthropic.com>",Claude_Code,3927232,ming86,closed,2025-06-16T14:26:02Z,2025-06-16T15:12:16Z,2025-06-16T15:12:16Z,998428732,https://api.github.com/repos/BeehiveInnovations/zen-mcp-server,https://github.com/BeehiveInnovations/zen-mcp-server/pull/62
